,label,text,cleaned_text
1176,Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking","muscle weakness , stiff neck , swelling joints , movement stiffness , painful walking"
1177,Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness","muscle weakness , stiff neck , swelling joints , movement stiffness"
1178,Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking","muscle weakness , stiff neck , swelling joints , movement stiffness , painful walking"
1179,Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking","muscle weakness , stiff neck , swelling joints , movement stiffness , painful walking"
1180,(vertigo) Paroymsal  Positional Vertigo,"vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness","vomiting , headache , nausea , spinning movements , loss balance , unsteadiness"
1181,(vertigo) Paroymsal  Positional Vertigo,"vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness","vomiting , headache , nausea , spinning movements , loss balance , unsteadiness"
1182,(vertigo) Paroymsal  Positional Vertigo,"headache,nausea,spinning_movements,loss_of_balance,unsteadiness","headache , nausea , spinning movements , loss balance , unsteadiness"
1183,(vertigo) Paroymsal  Positional Vertigo,"vomiting,nausea,spinning_movements,loss_of_balance,unsteadiness","vomiting , nausea , spinning movements , loss balance , unsteadiness"
1184,(vertigo) Paroymsal  Positional Vertigo,"vomiting,headache,spinning_movements,loss_of_balance,unsteadiness","vomiting , headache , spinning movements , loss balance , unsteadiness"
1185,(vertigo) Paroymsal  Positional Vertigo,"vomiting,headache,nausea,loss_of_balance,unsteadiness","vomiting , headache , nausea , loss balance , unsteadiness"
1186,(vertigo) Paroymsal  Positional Vertigo,"vomiting,headache,nausea,spinning_movements,unsteadiness","vomiting , headache , nausea , spinning movements , unsteadiness"
1187,(vertigo) Paroymsal  Positional Vertigo,"vomiting,headache,nausea,spinning_movements,loss_of_balance","vomiting , headache , nausea , spinning movements , loss balance"
1188,(vertigo) Paroymsal  Positional Vertigo,"vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness","vomiting , headache , nausea , spinning movements , loss balance , unsteadiness"
1189,(vertigo) Paroymsal  Positional Vertigo,"vomiting,headache,nausea,loss_of_balance,unsteadiness","vomiting , headache , nausea , loss balance , unsteadiness"
1190,Acne,"skin_rash,pus_filled_pimples,blackheads,scurring","skin rash , pus filled pimples , blackheads , scurring"
1191,Acne,"skin_rash,pus_filled_pimples,blackheads,scurring","skin rash , pus filled pimples , blackheads , scurring"
1192,Acne,"pus_filled_pimples,blackheads,scurring","pus filled pimples , blackheads , scurring"
1193,Acne,"skin_rash,blackheads,scurring","skin rash , blackheads , scurring"
1194,Acne,"skin_rash,pus_filled_pimples,scurring","skin rash , pus filled pimples , scurring"
1195,Acne,"skin_rash,pus_filled_pimples,blackheads","skin rash , pus filled pimples , blackheads"
1196,Acne,"skin_rash,pus_filled_pimples,blackheads,scurring","skin rash , pus filled pimples , blackheads , scurring"
1197,Acne,"skin_rash,pus_filled_pimples,blackheads","skin rash , pus filled pimples , blackheads"
1198,Acne,"skin_rash,pus_filled_pimples,scurring","skin rash , pus filled pimples , scurring"
1199,Acne,"skin_rash,blackheads,scurring","skin rash , blackheads , scurring"
1200,Urinary tract infection,"burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine","burning micturition , bladder discomfort , foul smell urine , continuous feel urine"
1201,Urinary tract infection,"burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine","burning micturition , bladder discomfort , foul smell urine , continuous feel urine"
1202,Urinary tract infection,"bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine","bladder discomfort , foul smell urine , continuous feel urine"
1203,Urinary tract infection,"burning_micturition,foul_smell_of urine,continuous_feel_of_urine","burning micturition , foul smell urine , continuous feel urine"
1204,Urinary tract infection,"burning_micturition,bladder_discomfort,continuous_feel_of_urine","burning micturition , bladder discomfort , continuous feel urine"
1205,Urinary tract infection,"burning_micturition,bladder_discomfort,foul_smell_of urine","burning micturition , bladder discomfort , foul smell urine"
1206,Urinary tract infection,"burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine","burning micturition , bladder discomfort , foul smell urine , continuous feel urine"
1207,Urinary tract infection,"burning_micturition,bladder_discomfort,continuous_feel_of_urine","burning micturition , bladder discomfort , continuous feel urine"
1208,Urinary tract infection,"bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine","bladder discomfort , foul smell urine , continuous feel urine"
1209,Urinary tract infection,"burning_micturition,bladder_discomfort,continuous_feel_of_urine","burning micturition , bladder discomfort , continuous feel urine"
1210,Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails","skin rash , joint pain , skin peeling , silver like dusting , small dents nails , inflammatory nails"
1211,Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails","skin rash , joint pain , skin peeling , silver like dusting , small dents nails , inflammatory nails"
1212,Psoriasis,"joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails","joint pain , skin peeling , silver like dusting , small dents nails , inflammatory nails"
1213,Psoriasis,"skin_rash,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails","skin rash , skin peeling , silver like dusting , small dents nails , inflammatory nails"
1214,Psoriasis,"skin_rash,joint_pain,silver_like_dusting,small_dents_in_nails,inflammatory_nails","skin rash , joint pain , silver like dusting , small dents nails , inflammatory nails"
1215,Psoriasis,"skin_rash,joint_pain,skin_peeling,small_dents_in_nails,inflammatory_nails","skin rash , joint pain , skin peeling , small dents nails , inflammatory nails"
1216,Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,inflammatory_nails","skin rash , joint pain , skin peeling , silver like dusting , inflammatory nails"
1217,Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails","skin rash , joint pain , skin peeling , silver like dusting , small dents nails"
1218,Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails","skin rash , joint pain , skin peeling , silver like dusting , small dents nails , inflammatory nails"
1219,Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails","skin rash , joint pain , skin peeling , silver like dusting , small dents nails , inflammatory nails"
1220,Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze","skin rash , high fever , blister , red sore around nose , yellow crust ooze"
1221,Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze","skin rash , high fever , blister , red sore around nose , yellow crust ooze"
1222,Impetigo,"high_fever,blister,red_sore_around_nose,yellow_crust_ooze","high fever , blister , red sore around nose , yellow crust ooze"
1223,Impetigo,"skin_rash,blister,red_sore_around_nose,yellow_crust_ooze","skin rash , blister , red sore around nose , yellow crust ooze"
1224,Impetigo,"skin_rash,blister,red_sore_around_nose,yellow_crust_ooze","skin rash , blister , red sore around nose , yellow crust ooze"
1225,Impetigo,"skin_rash,high_fever,red_sore_around_nose,yellow_crust_ooze","skin rash , high fever , red sore around nose , yellow crust ooze"
1226,Impetigo,"skin_rash,high_fever,blister,yellow_crust_ooze","skin rash , high fever , blister , yellow crust ooze"
1227,Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose","skin rash , high fever , blister , red sore around nose"
1228,Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze","skin rash , high fever , blister , red sore around nose , yellow crust ooze"
1229,Impetigo,"skin_rash,blister,red_sore_around_nose,yellow_crust_ooze","skin rash , blister , red sore around nose , yellow crust ooze"
1230,Fungal infection,"itching,skin_rash,nodal_skin_eruptions,dischromic _patches","itching , skin rash , nodal skin eruptions , dischromic patches"
1231,Fungal infection,"skin_rash,nodal_skin_eruptions,dischromic _patches","skin rash , nodal skin eruptions , dischromic patches"
1232,Fungal infection,"itching,nodal_skin_eruptions,dischromic _patches","itching , nodal skin eruptions , dischromic patches"
1233,Fungal infection,"itching,skin_rash,dischromic _patches","itching , skin rash , dischromic patches"
1234,Fungal infection,"itching,skin_rash,nodal_skin_eruptions","itching , skin rash , nodal skin eruptions"
1235,Fungal infection,"skin_rash,nodal_skin_eruptions,dischromic _patches","skin rash , nodal skin eruptions , dischromic patches"
1236,Fungal infection,"itching,nodal_skin_eruptions,dischromic _patches","itching , nodal skin eruptions , dischromic patches"
1237,Fungal infection,"itching,skin_rash,dischromic _patches","itching , skin rash , dischromic patches"
1238,Fungal infection,"itching,skin_rash,nodal_skin_eruptions","itching , skin rash , nodal skin eruptions"
1239,Fungal infection,"itching,skin_rash,nodal_skin_eruptions,dischromic _patches","itching , skin rash , nodal skin eruptions , dischromic patches"
1240,Allergy,"continuous_sneezing,shivering,chills,watering_from_eyes","continuous sneezing , shivering , chills , watering eyes"
1241,Allergy,"shivering,chills,watering_from_eyes","shivering , chills , watering eyes"
1242,Allergy,"continuous_sneezing,chills,watering_from_eyes","continuous sneezing , chills , watering eyes"
1243,Allergy,"continuous_sneezing,shivering,watering_from_eyes","continuous sneezing , shivering , watering eyes"
1244,Allergy,"continuous_sneezing,shivering,chills","continuous sneezing , shivering , chills"
1245,Allergy,"shivering,chills,watering_from_eyes","shivering , chills , watering eyes"
1246,Allergy,"continuous_sneezing,chills,watering_from_eyes","continuous sneezing , chills , watering eyes"
1247,Allergy,"continuous_sneezing,shivering,watering_from_eyes","continuous sneezing , shivering , watering eyes"
1248,Allergy,"continuous_sneezing,shivering,chills","continuous sneezing , shivering , chills"
1249,Allergy,"continuous_sneezing,shivering,chills,watering_from_eyes","continuous sneezing , shivering , chills , watering eyes"
1250,GERD,"stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain","stomach pain , acidity , ulcers tongue , vomiting , cough , chest pain"
1251,GERD,"stomach_pain,ulcers_on_tongue,vomiting,cough,chest_pain","stomach pain , ulcers tongue , vomiting , cough , chest pain"
1252,GERD,"stomach_pain,acidity,vomiting,cough,chest_pain","stomach pain , acidity , vomiting , cough , chest pain"
1253,GERD,"stomach_pain,acidity,ulcers_on_tongue,cough,chest_pain","stomach pain , acidity , ulcers tongue , cough , chest pain"
1254,GERD,"stomach_pain,acidity,ulcers_on_tongue,vomiting,chest_pain","stomach pain , acidity , ulcers tongue , vomiting , chest pain"
1255,GERD,"stomach_pain,acidity,ulcers_on_tongue,vomiting,cough","stomach pain , acidity , ulcers tongue , vomiting , cough"
1256,GERD,"acidity,ulcers_on_tongue,vomiting,cough,chest_pain","acidity , ulcers tongue , vomiting , cough , chest pain"
1257,GERD,"stomach_pain,ulcers_on_tongue,vomiting,cough,chest_pain","stomach pain , ulcers tongue , vomiting , cough , chest pain"
1258,GERD,"stomach_pain,acidity,vomiting,cough,chest_pain","stomach pain , acidity , vomiting , cough , chest pain"
1259,GERD,"stomach_pain,acidity,ulcers_on_tongue,cough,chest_pain","stomach pain , acidity , ulcers tongue , cough , chest pain"
1260,Chronic cholestasis,"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes","itching , vomiting , yellowish skin , nausea , loss appetite , abdominal pain , yellowing eyes"
1261,Chronic cholestasis,"vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes","vomiting , yellowish skin , nausea , loss appetite , abdominal pain , yellowing eyes"
1262,Chronic cholestasis,"itching,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes","itching , yellowish skin , nausea , loss appetite , abdominal pain , yellowing eyes"
1263,Chronic cholestasis,"itching,vomiting,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes","itching , vomiting , nausea , loss appetite , abdominal pain , yellowing eyes"
1264,Chronic cholestasis,"itching,vomiting,yellowish_skin,loss_of_appetite,abdominal_pain,yellowing_of_eyes","itching , vomiting , yellowish skin , loss appetite , abdominal pain , yellowing eyes"
1265,Chronic cholestasis,"itching,vomiting,yellowish_skin,nausea,abdominal_pain,yellowing_of_eyes","itching , vomiting , yellowish skin , nausea , abdominal pain , yellowing eyes"
1266,Chronic cholestasis,"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes","itching , vomiting , yellowish skin , nausea , loss appetite , yellowing eyes"
1267,Chronic cholestasis,"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain","itching , vomiting , yellowish skin , nausea , loss appetite , abdominal pain"
1268,Chronic cholestasis,"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes","itching , vomiting , yellowish skin , nausea , loss appetite , abdominal pain , yellowing eyes"
1269,Chronic cholestasis,"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes","itching , vomiting , yellowish skin , nausea , loss appetite , abdominal pain , yellowing eyes"
1270,Drug Reaction,"itching,skin_rash,stomach_pain,burning_micturition,spotting_ urination","itching , skin rash , stomach pain , burning micturition , spotting urination"
1271,Drug Reaction,"itching,stomach_pain,burning_micturition,spotting_ urination","itching , stomach pain , burning micturition , spotting urination"
1272,Drug Reaction,"itching,skin_rash,burning_micturition,spotting_ urination","itching , skin rash , burning micturition , spotting urination"
1273,Drug Reaction,"itching,skin_rash,stomach_pain,spotting_ urination","itching , skin rash , stomach pain , spotting urination"
1274,Drug Reaction,"itching,skin_rash,stomach_pain,burning_micturition","itching , skin rash , stomach pain , burning micturition"
1275,Drug Reaction,"skin_rash,stomach_pain,burning_micturition,spotting_ urination","skin rash , stomach pain , burning micturition , spotting urination"
1276,Drug Reaction,"itching,stomach_pain,burning_micturition,spotting_ urination","itching , stomach pain , burning micturition , spotting urination"
1277,Drug Reaction,"itching,skin_rash,burning_micturition,spotting_ urination","itching , skin rash , burning micturition , spotting urination"
1278,Drug Reaction,"itching,skin_rash,stomach_pain,spotting_ urination","itching , skin rash , stomach pain , spotting urination"
1279,Drug Reaction,"itching,skin_rash,stomach_pain,burning_micturition","itching , skin rash , stomach pain , burning micturition"
1280,Peptic ulcer diseae,"vomiting,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching","vomiting , loss appetite , abdominal pain , passage gases , internal itching"
1281,Peptic ulcer diseae,"vomiting,indigestion,abdominal_pain,passage_of_gases,internal_itching","vomiting , indigestion , abdominal pain , passage gases , internal itching"
1282,Peptic ulcer diseae,"indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching","indigestion , loss appetite , abdominal pain , passage gases , internal itching"
1283,Peptic ulcer diseae,"vomiting,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching","vomiting , loss appetite , abdominal pain , passage gases , internal itching"
1284,Peptic ulcer diseae,"vomiting,indigestion,abdominal_pain,passage_of_gases,internal_itching","vomiting , indigestion , abdominal pain , passage gases , internal itching"
1285,Peptic ulcer diseae,"vomiting,indigestion,loss_of_appetite,passage_of_gases,internal_itching","vomiting , indigestion , loss appetite , passage gases , internal itching"
1286,Peptic ulcer diseae,"vomiting,indigestion,loss_of_appetite,abdominal_pain,internal_itching","vomiting , indigestion , loss appetite , abdominal pain , internal itching"
1287,Peptic ulcer diseae,"vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases","vomiting , indigestion , loss appetite , abdominal pain , passage gases"
1288,Peptic ulcer diseae,"vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching","vomiting , indigestion , loss appetite , abdominal pain , passage gases , internal itching"
1289,Peptic ulcer diseae,"vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching","vomiting , indigestion , loss appetite , abdominal pain , passage gases , internal itching"
1290,AIDS,"muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts","muscle wasting , patches throat , high fever , extra marital contacts"
1291,AIDS,"patches_in_throat,high_fever,extra_marital_contacts","patches throat , high fever , extra marital contacts"
1292,AIDS,"muscle_wasting,high_fever,extra_marital_contacts","muscle wasting , high fever , extra marital contacts"
1293,AIDS,"muscle_wasting,patches_in_throat,extra_marital_contacts","muscle wasting , patches throat , extra marital contacts"
1294,AIDS,"muscle_wasting,patches_in_throat,high_fever","muscle wasting , patches throat , high fever"
1295,AIDS,"muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts","muscle wasting , patches throat , high fever , extra marital contacts"
1296,AIDS,"muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts","muscle wasting , patches throat , high fever , extra marital contacts"
1297,AIDS,"patches_in_throat,high_fever,extra_marital_contacts","patches throat , high fever , extra marital contacts"
1298,AIDS,"muscle_wasting,high_fever,extra_marital_contacts","muscle wasting , high fever , extra marital contacts"
1299,AIDS,"muscle_wasting,patches_in_throat,high_fever","muscle wasting , patches throat , high fever"
1300,Diabetes ,"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria","fatigue , weight loss , restlessness , lethargy , irregular sugar level , blurred distorted vision , obesity , excessive hunger , increased appetite , polyuria"
1301,Diabetes ,"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria","fatigue , weight loss , restlessness , lethargy , irregular sugar level , blurred distorted vision , obesity , excessive hunger , increased appetite , polyuria"
1302,Diabetes ,"weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria","weight loss , restlessness , lethargy , irregular sugar level , blurred distorted vision , obesity , excessive hunger , increased appetite , polyuria"
1303,Diabetes ,"fatigue,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria","fatigue , restlessness , lethargy , irregular sugar level , blurred distorted vision , obesity , excessive hunger , increased appetite , polyuria"
1304,Diabetes ,"fatigue,weight_loss,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria","fatigue , weight loss , lethargy , irregular sugar level , blurred distorted vision , obesity , excessive hunger , increased appetite , polyuria"
1305,Diabetes ,"fatigue,weight_loss,restlessness,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria","fatigue , weight loss , restlessness , irregular sugar level , blurred distorted vision , obesity , excessive hunger , increased appetite , polyuria"
1306,Diabetes ,"fatigue,weight_loss,restlessness,lethargy,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria","fatigue , weight loss , restlessness , lethargy , blurred distorted vision , obesity , excessive hunger , increased appetite , polyuria"
1307,Diabetes ,"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,obesity,excessive_hunger,increased_appetite,polyuria","fatigue , weight loss , restlessness , lethargy , irregular sugar level , obesity , excessive hunger , increased appetite , polyuria"
1308,Diabetes ,"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,excessive_hunger,increased_appetite,polyuria","fatigue , weight loss , restlessness , lethargy , irregular sugar level , blurred distorted vision , excessive hunger , increased appetite , polyuria"
1309,Diabetes ,"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,increased_appetite,polyuria","fatigue , weight loss , restlessness , lethargy , irregular sugar level , blurred distorted vision , obesity , increased appetite , polyuria"
1310,Gastroenteritis,"vomiting,sunken_eyes,dehydration,diarrhoea","vomiting , sunken eyes , dehydration , diarrhoea"
1311,Gastroenteritis,"vomiting,sunken_eyes,dehydration,diarrhoea","vomiting , sunken eyes , dehydration , diarrhoea"
1312,Gastroenteritis,"sunken_eyes,dehydration,diarrhoea","sunken eyes , dehydration , diarrhoea"
1313,Gastroenteritis,"vomiting,dehydration,diarrhoea","vomiting , dehydration , diarrhoea"
1314,Gastroenteritis,"vomiting,sunken_eyes,diarrhoea","vomiting , sunken eyes , diarrhoea"
1315,Gastroenteritis,"vomiting,sunken_eyes,dehydration","vomiting , sunken eyes , dehydration"
1316,Gastroenteritis,"vomiting,sunken_eyes,dehydration,diarrhoea","vomiting , sunken eyes , dehydration , diarrhoea"
1317,Gastroenteritis,"sunken_eyes,dehydration,diarrhoea","sunken eyes , dehydration , diarrhoea"
1318,Gastroenteritis,"vomiting,dehydration,diarrhoea","vomiting , dehydration , diarrhoea"
1319,Gastroenteritis,"vomiting,sunken_eyes,diarrhoea","vomiting , sunken eyes , diarrhoea"
1320,Bronchial Asthma,"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum","fatigue , cough , high fever , breathlessness , family history , mucoid sputum"
1321,Bronchial Asthma,"cough,high_fever,breathlessness,family_history,mucoid_sputum","cough , high fever , breathlessness , family history , mucoid sputum"
1322,Bronchial Asthma,"fatigue,high_fever,breathlessness,family_history,mucoid_sputum","fatigue , high fever , breathlessness , family history , mucoid sputum"
1323,Bronchial Asthma,"fatigue,cough,breathlessness,family_history,mucoid_sputum","fatigue , cough , breathlessness , family history , mucoid sputum"
1324,Bronchial Asthma,"fatigue,cough,high_fever,family_history,mucoid_sputum","fatigue , cough , high fever , family history , mucoid sputum"
1325,Bronchial Asthma,"fatigue,cough,high_fever,breathlessness,mucoid_sputum","fatigue , cough , high fever , breathlessness , mucoid sputum"
1326,Bronchial Asthma,"fatigue,cough,high_fever,breathlessness,family_history","fatigue , cough , high fever , breathlessness , family history"
1327,Bronchial Asthma,"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum","fatigue , cough , high fever , breathlessness , family history , mucoid sputum"
1328,Bronchial Asthma,"cough,high_fever,breathlessness,family_history,mucoid_sputum","cough , high fever , breathlessness , family history , mucoid sputum"
1329,Bronchial Asthma,"fatigue,high_fever,breathlessness,family_history,mucoid_sputum","fatigue , high fever , breathlessness , family history , mucoid sputum"
1330,Hypertension ,"headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration","headache , chest pain , dizziness , loss balance , lack concentration"
1331,Hypertension ,"chest_pain,dizziness,loss_of_balance,lack_of_concentration","chest pain , dizziness , loss balance , lack concentration"
1332,Hypertension ,"headache,dizziness,loss_of_balance,lack_of_concentration","headache , dizziness , loss balance , lack concentration"
1333,Hypertension ,"headache,chest_pain,loss_of_balance,lack_of_concentration","headache , chest pain , loss balance , lack concentration"
1334,Hypertension ,"headache,chest_pain,dizziness,lack_of_concentration","headache , chest pain , dizziness , lack concentration"
1335,Hypertension ,"headache,chest_pain,dizziness,loss_of_balance","headache , chest pain , dizziness , loss balance"
1336,Hypertension ,"headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration","headache , chest pain , dizziness , loss balance , lack concentration"
1337,Hypertension ,"chest_pain,dizziness,loss_of_balance,lack_of_concentration","chest pain , dizziness , loss balance , lack concentration"
1338,Hypertension ,"headache,dizziness,loss_of_balance,lack_of_concentration","headache , dizziness , loss balance , lack concentration"
1339,Hypertension ,"headache,chest_pain,loss_of_balance,lack_of_concentration","headache , chest pain , loss balance , lack concentration"
1340,Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances","acidity , indigestion , headache , blurred distorted vision , excessive hunger , stiff neck , depression , irritability , visual disturbances"
1341,Migraine,"indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances","indigestion , headache , blurred distorted vision , excessive hunger , stiff neck , depression , irritability , visual disturbances"
1342,Migraine,"acidity,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances","acidity , headache , blurred distorted vision , excessive hunger , stiff neck , depression , irritability , visual disturbances"
1343,Migraine,"acidity,indigestion,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances","acidity , indigestion , blurred distorted vision , excessive hunger , stiff neck , depression , irritability , visual disturbances"
1344,Migraine,"acidity,indigestion,headache,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances","acidity , indigestion , headache , excessive hunger , stiff neck , depression , irritability , visual disturbances"
1345,Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,stiff_neck,depression,irritability,visual_disturbances","acidity , indigestion , headache , blurred distorted vision , stiff neck , depression , irritability , visual disturbances"
1346,Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,depression,irritability,visual_disturbances","acidity , indigestion , headache , blurred distorted vision , excessive hunger , depression , irritability , visual disturbances"
1347,Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,irritability,visual_disturbances","acidity , indigestion , headache , blurred distorted vision , excessive hunger , stiff neck , irritability , visual disturbances"
1348,Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,visual_disturbances","acidity , indigestion , headache , blurred distorted vision , excessive hunger , stiff neck , depression , visual disturbances"
1349,Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability","acidity , indigestion , headache , blurred distorted vision , excessive hunger , stiff neck , depression , irritability"
1350,Cervical spondylosis,"back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance","back pain , weakness limbs , neck pain , dizziness , loss balance"
1351,Cervical spondylosis,"back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance","back pain , weakness limbs , neck pain , dizziness , loss balance"
1352,Cervical spondylosis,"weakness_in_limbs,neck_pain,dizziness,loss_of_balance","weakness limbs , neck pain , dizziness , loss balance"
1353,Cervical spondylosis,"back_pain,neck_pain,dizziness,loss_of_balance","back pain , neck pain , dizziness , loss balance"
1354,Cervical spondylosis,"back_pain,weakness_in_limbs,dizziness,loss_of_balance","back pain , weakness limbs , dizziness , loss balance"
1355,Cervical spondylosis,"back_pain,weakness_in_limbs,neck_pain,loss_of_balance","back pain , weakness limbs , neck pain , loss balance"
1356,Cervical spondylosis,"back_pain,weakness_in_limbs,neck_pain,dizziness","back pain , weakness limbs , neck pain , dizziness"
1357,Cervical spondylosis,"back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance","back pain , weakness limbs , neck pain , dizziness , loss balance"
1358,Cervical spondylosis,"weakness_in_limbs,neck_pain,dizziness,loss_of_balance","weakness limbs , neck pain , dizziness , loss balance"
1359,Cervical spondylosis,"back_pain,neck_pain,dizziness,loss_of_balance","back pain , neck pain , dizziness , loss balance"
1360,Paralysis (brain hemorrhage),"vomiting,headache,weakness_of_one_body_side,altered_sensorium","vomiting , headache , weakness one body side , altered sensorium"
1361,Paralysis (brain hemorrhage),"vomiting,headache,weakness_of_one_body_side,altered_sensorium","vomiting , headache , weakness one body side , altered sensorium"
1362,Paralysis (brain hemorrhage),"headache,weakness_of_one_body_side,altered_sensorium","headache , weakness one body side , altered sensorium"
1363,Paralysis (brain hemorrhage),"vomiting,weakness_of_one_body_side,altered_sensorium","vomiting , weakness one body side , altered sensorium"
1364,Paralysis (brain hemorrhage),"vomiting,headache,altered_sensorium","vomiting , headache , altered sensorium"
1365,Paralysis (brain hemorrhage),"vomiting,headache,weakness_of_one_body_side","vomiting , headache , weakness one body side"
1366,Paralysis (brain hemorrhage),"vomiting,headache,weakness_of_one_body_side,altered_sensorium","vomiting , headache , weakness one body side , altered sensorium"
1367,Paralysis (brain hemorrhage),"headache,weakness_of_one_body_side,altered_sensorium","headache , weakness one body side , altered sensorium"
1368,Paralysis (brain hemorrhage),"vomiting,weakness_of_one_body_side,altered_sensorium","vomiting , weakness one body side , altered sensorium"
1369,Paralysis (brain hemorrhage),"vomiting,headache,altered_sensorium","vomiting , headache , altered sensorium"
1370,Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain","itching , vomiting , fatigue , weight loss , high fever , yellowish skin , dark urine , abdominal pain"
