,prognosis,symptoms_text
1254,GERD,"stomach_pain,acidity,ulcers_on_tongue,vomiting,chest_pain"
1255,GERD,"stomach_pain,acidity,ulcers_on_tongue,vomiting,cough"
1256,GERD,"acidity,ulcers_on_tongue,vomiting,cough,chest_pain"
1257,GERD,"stomach_pain,ulcers_on_tongue,vomiting,cough,chest_pain"
1258,GERD,"stomach_pain,acidity,vomiting,cough,chest_pain"
1259,GERD,"stomach_pain,acidity,ulcers_on_tongue,cough,chest_pain"
1260,Chronic cholestasis,"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
1261,Chronic cholestasis,"vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
1262,Chronic cholestasis,"itching,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
1263,Chronic cholestasis,"itching,vomiting,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
1264,Chronic cholestasis,"itching,vomiting,yellowish_skin,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
1265,Chronic cholestasis,"itching,vomiting,yellowish_skin,nausea,abdominal_pain,yellowing_of_eyes"
1266,Chronic cholestasis,"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes"
1267,Chronic cholestasis,"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain"
1268,Chronic cholestasis,"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
1269,Chronic cholestasis,"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
1270,Drug Reaction,"itching,skin_rash,stomach_pain,burning_micturition,spotting_ urination"
1271,Drug Reaction,"itching,stomach_pain,burning_micturition,spotting_ urination"
1272,Drug Reaction,"itching,skin_rash,burning_micturition,spotting_ urination"
1273,Drug Reaction,"itching,skin_rash,stomach_pain,spotting_ urination"
1274,Drug Reaction,"itching,skin_rash,stomach_pain,burning_micturition"
1275,Drug Reaction,"skin_rash,stomach_pain,burning_micturition,spotting_ urination"
1276,Drug Reaction,"itching,stomach_pain,burning_micturition,spotting_ urination"
1277,Drug Reaction,"itching,skin_rash,burning_micturition,spotting_ urination"
1278,Drug Reaction,"itching,skin_rash,stomach_pain,spotting_ urination"
1279,Drug Reaction,"itching,skin_rash,stomach_pain,burning_micturition"
1280,Peptic ulcer diseae,"vomiting,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching"
1281,Peptic ulcer diseae,"vomiting,indigestion,abdominal_pain,passage_of_gases,internal_itching"
1282,Peptic ulcer diseae,"indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching"
1283,Peptic ulcer diseae,"vomiting,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching"
1284,Peptic ulcer diseae,"vomiting,indigestion,abdominal_pain,passage_of_gases,internal_itching"
1285,Peptic ulcer diseae,"vomiting,indigestion,loss_of_appetite,passage_of_gases,internal_itching"
1286,Peptic ulcer diseae,"vomiting,indigestion,loss_of_appetite,abdominal_pain,internal_itching"
1287,Peptic ulcer diseae,"vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases"
1288,Peptic ulcer diseae,"vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching"
1289,Peptic ulcer diseae,"vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching"
1290,AIDS,"muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts"
1291,AIDS,"patches_in_throat,high_fever,extra_marital_contacts"
1292,AIDS,"muscle_wasting,high_fever,extra_marital_contacts"
1293,AIDS,"muscle_wasting,patches_in_throat,extra_marital_contacts"
1294,AIDS,"muscle_wasting,patches_in_throat,high_fever"
1295,AIDS,"muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts"
1296,AIDS,"muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts"
1297,AIDS,"patches_in_throat,high_fever,extra_marital_contacts"
1298,AIDS,"muscle_wasting,high_fever,extra_marital_contacts"
1299,AIDS,"muscle_wasting,patches_in_throat,high_fever"
1300,Diabetes ,"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria"
1301,Diabetes ,"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria"
1302,Diabetes ,"weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria"
1303,Diabetes ,"fatigue,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria"
1304,Diabetes ,"fatigue,weight_loss,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria"
1305,Diabetes ,"fatigue,weight_loss,restlessness,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria"
1306,Diabetes ,"fatigue,weight_loss,restlessness,lethargy,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria"
1307,Diabetes ,"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,obesity,excessive_hunger,increased_appetite,polyuria"
1308,Diabetes ,"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,excessive_hunger,increased_appetite,polyuria"
1309,Diabetes ,"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,increased_appetite,polyuria"
1310,Gastroenteritis,"vomiting,sunken_eyes,dehydration,diarrhoea"
1311,Gastroenteritis,"vomiting,sunken_eyes,dehydration,diarrhoea"
1312,Gastroenteritis,"sunken_eyes,dehydration,diarrhoea"
1313,Gastroenteritis,"vomiting,dehydration,diarrhoea"
1314,Gastroenteritis,"vomiting,sunken_eyes,diarrhoea"
1315,Gastroenteritis,"vomiting,sunken_eyes,dehydration"
1316,Gastroenteritis,"vomiting,sunken_eyes,dehydration,diarrhoea"
1317,Gastroenteritis,"sunken_eyes,dehydration,diarrhoea"
1318,Gastroenteritis,"vomiting,dehydration,diarrhoea"
1319,Gastroenteritis,"vomiting,sunken_eyes,diarrhoea"
1320,Bronchial Asthma,"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum"
1321,Bronchial Asthma,"cough,high_fever,breathlessness,family_history,mucoid_sputum"
1322,Bronchial Asthma,"fatigue,high_fever,breathlessness,family_history,mucoid_sputum"
1323,Bronchial Asthma,"fatigue,cough,breathlessness,family_history,mucoid_sputum"
1324,Bronchial Asthma,"fatigue,cough,high_fever,family_history,mucoid_sputum"
1325,Bronchial Asthma,"fatigue,cough,high_fever,breathlessness,mucoid_sputum"
1326,Bronchial Asthma,"fatigue,cough,high_fever,breathlessness,family_history"
1327,Bronchial Asthma,"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum"
1328,Bronchial Asthma,"cough,high_fever,breathlessness,family_history,mucoid_sputum"
1329,Bronchial Asthma,"fatigue,high_fever,breathlessness,family_history,mucoid_sputum"
1330,Hypertension ,"headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration"
1331,Hypertension ,"chest_pain,dizziness,loss_of_balance,lack_of_concentration"
1332,Hypertension ,"headache,dizziness,loss_of_balance,lack_of_concentration"
1333,Hypertension ,"headache,chest_pain,loss_of_balance,lack_of_concentration"
1334,Hypertension ,"headache,chest_pain,dizziness,lack_of_concentration"
1335,Hypertension ,"headache,chest_pain,dizziness,loss_of_balance"
1336,Hypertension ,"headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration"
1337,Hypertension ,"chest_pain,dizziness,loss_of_balance,lack_of_concentration"
1338,Hypertension ,"headache,dizziness,loss_of_balance,lack_of_concentration"
1339,Hypertension ,"headache,chest_pain,loss_of_balance,lack_of_concentration"
1340,Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
1341,Migraine,"indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
1342,Migraine,"acidity,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
1343,Migraine,"acidity,indigestion,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
1344,Migraine,"acidity,indigestion,headache,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
1345,Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,stiff_neck,depression,irritability,visual_disturbances"
1346,Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,depression,irritability,visual_disturbances"
1347,Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,irritability,visual_disturbances"
1348,Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,visual_disturbances"
1349,Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability"
1350,Cervical spondylosis,"back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance"
1351,Cervical spondylosis,"back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance"
1352,Cervical spondylosis,"weakness_in_limbs,neck_pain,dizziness,loss_of_balance"
1353,Cervical spondylosis,"back_pain,neck_pain,dizziness,loss_of_balance"
1354,Cervical spondylosis,"back_pain,weakness_in_limbs,dizziness,loss_of_balance"
1355,Cervical spondylosis,"back_pain,weakness_in_limbs,neck_pain,loss_of_balance"
1356,Cervical spondylosis,"back_pain,weakness_in_limbs,neck_pain,dizziness"
1357,Cervical spondylosis,"back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance"
1358,Cervical spondylosis,"weakness_in_limbs,neck_pain,dizziness,loss_of_balance"
1359,Cervical spondylosis,"back_pain,neck_pain,dizziness,loss_of_balance"
1360,Paralysis (brain hemorrhage),"vomiting,headache,weakness_of_one_body_side,altered_sensorium"
1361,Paralysis (brain hemorrhage),"vomiting,headache,weakness_of_one_body_side,altered_sensorium"
1362,Paralysis (brain hemorrhage),"headache,weakness_of_one_body_side,altered_sensorium"
1363,Paralysis (brain hemorrhage),"vomiting,weakness_of_one_body_side,altered_sensorium"
1364,Paralysis (brain hemorrhage),"vomiting,headache,altered_sensorium"
1365,Paralysis (brain hemorrhage),"vomiting,headache,weakness_of_one_body_side"
1366,Paralysis (brain hemorrhage),"vomiting,headache,weakness_of_one_body_side,altered_sensorium"
1367,Paralysis (brain hemorrhage),"headache,weakness_of_one_body_side,altered_sensorium"
1368,Paralysis (brain hemorrhage),"vomiting,weakness_of_one_body_side,altered_sensorium"
1369,Paralysis (brain hemorrhage),"vomiting,headache,altered_sensorium"
1370,Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
1371,Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
1372,Jaundice,"vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
1373,Jaundice,"itching,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
1374,Jaundice,"itching,vomiting,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
1375,Jaundice,"itching,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,abdominal_pain"
1376,Jaundice,"itching,vomiting,fatigue,weight_loss,yellowish_skin,dark_urine,abdominal_pain"
1377,Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,dark_urine,abdominal_pain"
1378,Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,abdominal_pain"
1379,Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine"
1380,Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,muscle_pain"
1381,Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain"
1382,Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain"
1383,Malaria,"vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain"
1384,Malaria,"chills,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain"
1385,Malaria,"chills,vomiting,sweating,headache,nausea,diarrhoea,muscle_pain"
1386,Malaria,"chills,vomiting,high_fever,headache,nausea,diarrhoea,muscle_pain"
1387,Malaria,"chills,vomiting,high_fever,sweating,nausea,diarrhoea,muscle_pain"
1388,Malaria,"chills,vomiting,high_fever,sweating,headache,diarrhoea,muscle_pain"
1389,Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,muscle_pain"
1390,Chicken pox,"itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body"
1391,Chicken pox,"skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body"
1392,Chicken pox,"itching,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body"
1393,Chicken pox,"itching,skin_rash,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body"
1394,Chicken pox,"itching,skin_rash,fatigue,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body"
1395,Chicken pox,"itching,skin_rash,fatigue,lethargy,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body"
1396,Chicken pox,"itching,skin_rash,fatigue,lethargy,high_fever,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body"
1397,Chicken pox,"itching,skin_rash,fatigue,lethargy,high_fever,headache,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body"
1398,Chicken pox,"itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,swelled_lymph_nodes,malaise,red_spots_over_body"
1399,Chicken pox,"itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,malaise,red_spots_over_body"
1400,Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,muscle_pain,red_spots_over_body"
1401,Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,red_spots_over_body"
1402,Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain"
1403,Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
1404,Dengue,"chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
1405,Dengue,"skin_rash,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
1406,Dengue,"skin_rash,chills,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
1407,Dengue,"skin_rash,chills,joint_pain,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
1408,Dengue,"skin_rash,chills,joint_pain,vomiting,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
1409,Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
1410,Typhoid,"chills,vomiting,fatigue,high_fever,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
1411,Typhoid,"chills,vomiting,fatigue,high_fever,headache,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
1412,Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
1413,Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,diarrhoea,toxic_look_(typhos),belly_pain"
1414,Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,toxic_look_(typhos),belly_pain"
1415,Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,belly_pain"
1416,Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos)"
1417,Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
1418,Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
1419,Typhoid,"chills,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
1420,hepatitis A,"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain"
1421,hepatitis A,"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain"
1422,hepatitis A,"vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain"
1423,hepatitis A,"joint_pain,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain"
1424,hepatitis A,"joint_pain,vomiting,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain"
1425,hepatitis A,"joint_pain,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain"
1426,hepatitis A,"joint_pain,vomiting,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain"
1427,hepatitis A,"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain"
1428,hepatitis A,"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain"
1429,hepatitis A,"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,mild_fever,yellowing_of_eyes,muscle_pain"
1430,Hepatitis B,"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections"
1431,Hepatitis B,"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections"
1432,Hepatitis B,"fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections"
1433,Hepatitis B,"itching,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections"
1434,Hepatitis B,"itching,fatigue,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections"
1435,Hepatitis B,"itching,fatigue,lethargy,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections"
1436,Hepatitis B,"itching,fatigue,lethargy,yellowish_skin,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections"
1437,Hepatitis B,"itching,fatigue,lethargy,yellowish_skin,dark_urine,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections"
1438,Hepatitis B,"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections"
1439,Hepatitis B,"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections"
1440,Hepatitis C,"fatigue,yellowish_skin,nausea,loss_of_appetite,family_history"
1441,Hepatitis C,"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history"
1442,Hepatitis C,"yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history"
1443,Hepatitis C,"fatigue,nausea,loss_of_appetite,yellowing_of_eyes,family_history"
1444,Hepatitis C,"fatigue,yellowish_skin,loss_of_appetite,yellowing_of_eyes,family_history"
1445,Hepatitis C,"fatigue,yellowish_skin,nausea,yellowing_of_eyes,family_history"
1446,Hepatitis C,"fatigue,yellowish_skin,nausea,loss_of_appetite,family_history"
1447,Hepatitis C,"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes"
1448,Hepatitis C,"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history"
1449,Hepatitis C,"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history"
1450,Hepatitis D,"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
1451,Hepatitis D,"vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
1452,Hepatitis D,"joint_pain,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
1453,Hepatitis D,"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
1454,Hepatitis D,"joint_pain,vomiting,fatigue,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
1455,Hepatitis D,"joint_pain,vomiting,fatigue,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
1456,Hepatitis D,"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
1457,Hepatitis D,"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,abdominal_pain,yellowing_of_eyes"
1458,Hepatitis D,"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,yellowing_of_eyes"
1459,Hepatitis D,"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain"
1460,Hepatitis E,"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,coma,stomach_bleeding"
1461,Hepatitis E,"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding"
1462,Hepatitis E,"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding"
1463,Hepatitis E,"vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding"
1464,Hepatitis E,"joint_pain,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding"
1465,Hepatitis E,"joint_pain,vomiting,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding"
1466,Hepatitis E,"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding"
1467,Hepatitis E,"joint_pain,vomiting,fatigue,high_fever,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding"
1468,Hepatitis E,"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding"
1469,Hepatitis E,"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding"
1470,Alcoholic hepatitis,"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload.1"
1471,Alcoholic hepatitis,"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload.1"
1472,Alcoholic hepatitis,"yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload.1"
1473,Alcoholic hepatitis,"vomiting,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload.1"
1474,Alcoholic hepatitis,"vomiting,yellowish_skin,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload.1"
1475,Alcoholic hepatitis,"vomiting,yellowish_skin,abdominal_pain,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload.1"
1476,Alcoholic hepatitis,"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,history_of_alcohol_consumption,fluid_overload.1"
1477,Alcoholic hepatitis,"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,fluid_overload.1"
1478,Alcoholic hepatitis,"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption"
1479,Alcoholic hepatitis,"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload.1"
1480,Tuberculosis,"chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum"
1481,Tuberculosis,"chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum"
1482,Tuberculosis,"vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum"
1483,Tuberculosis,"chills,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum"
1484,Tuberculosis,"chills,vomiting,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum"
